,datetime,latitude,longitude,city,state,duration,shape,comments
30563,2010-02-20 22:00:00,44.4469444,-95.7880556,marshall,mn,10,light,Green&#44 orb-like UFO spotted outside Marshall&#44 MN.
30564,2011-02-20 01:00:00,40.5852778,-105.0838889,fort collins,co,3,light,White-translucent light radiating from sky in a spherical shape. Only a few seconds long. No major electrical outages in the area
30565,2011-02-20 15:20:00,33.6602778,-117.9983333,huntington beach,ca,480,sphere,The weather was partially cloudy (few clouds)I was at the parking place located at the east of the Huntington Beach library. I started
30566,2011-02-20 19:00:00,45.6388889,-122.6602778,vancouver,wa,1800,disk,Bight lighted object hovering for several minutes
30567,2011-02-20 19:00:00,45.6388889,-122.6602778,vancouver,wa,600,sphere,Glowing fuzzy red ball sighted hovering over east Vancouver.
30568,2011-02-20 19:45:00,33.8702778,-117.9244444,fullerton,ca,20,fireball,((HOAX??))  It was flying low and looked as if it was leaking lava&#44 but the lava never landed.
30570,2011-02-20 19:45:00,45.6388889,-122.6602778,vancouver,wa,0,light,Hovering object with green and red lights seen over Vancouver&#44 Washington
30571,2011-02-20 20:10:00,42.4288889,-73.8097222,hannacroix,ny,4,light,Southern Albany County light in sky waaay to fast for normal jet.
30572,2011-02-20 21:30:00,25.7738889,-80.1938889,miami,fl,240,sphere,2 Cirular objects with a reddish/ orange light move across the downtown Miami
30574,2011-02-20 22:30:00,34.0922222,-117.4341667,fontana,ca,300,circle,Round fire object dropping smaller fire objects and quickly disappearing.
30575,2012-02-20 00:25:00,41.5733333,-87.7844444,tinley park,il,0,light,Array of lights over Tinley Park&#44 IL.  ((NUFORC Note:  Possible sighting of star or planet&#44 we suspect.  PD))
30576,2012-02-20 01:45:00,44.4375,-73.0686111,williston,vt,5,light,Fast bright moving light came out of nowhere
30577,2012-02-20 07:50:00,35.8238889,-80.2536111,lexington,nc,120,circle,White flying object circling star&#44 zipped off&#44 chased by jets&#44 then shot at jets.
30578,2012-02-20 15:00:00,41.7,-70.3,west barnstable,ma,172800,diamond,2 bright lights moving and a gold bright light also moving positions. Thety have been around 2 days.
30579,2012-02-20 17:00:00,33.1094444,-91.2619444,eudora,ar,180,light,Very&#44 very bright motionless light in the daylight.
30580,2012-02-20 17:10:00,46.2397222,-119.0994444,pasco,wa,600,unknown,Large dark mass hovering near Pasco&#44 WA airport.
30581,2012-02-20 17:45:00,39.6536111,-105.1905556,morrison,co,1500,changing,While hiking in the foothills of Colorado&#44 I saw three amber lights hovering in the sky over Denver
30583,2012-02-20 20:00:00,43.0125,-83.6875,flint,mi,150,unknown,Unidentified&#44 Hovering&#44 Glowing Object
30584,2012-02-20 21:00:00,33.6888889,-78.8869444,myrtle beach,sc,120,changing,2 smaller ufo starlike&#44 then huge one floating circling fast
30585,2012-02-20 22:00:00,37.9722222,-81.1488889,oak hill,wv,360,unknown,They appeared to be flares and i would say they were about the size of a soda machine  each
30586,2013-02-20 01:30:00,32.2216667,-110.9258333,tucson,az,900,circle,Orange object appeared to be circular in Tucson AZ.
30587,2013-02-20 03:15:00,33.3061111,-111.8405556,chandler,az,10,circle,Swift moving&#44 round shaped&#44 white light in southern Chandler&#44 AZ sky around 3:15 AM..
30589,2013-02-20 10:45:00,34.5033333,-82.6502778,anderson,sc,60,formation,There appeared three large red lights vertical to the ground..I kept waiting for them to move one way or the other which they didn&#39t...
30590,2013-02-20 19:15:00,47.0380556,-122.8994444,olympia,wa,10,light,Light was moving erraticly in the evening sky.
30591,2013-02-20 20:00:00,24.7133333,-81.0905556,marathon,fl,300,fireball,Orange and red fire ball.
30592,2013-02-20 20:30:00,38.0172222,-122.2875,hercules,ca,30,sphere,Sphere heading from West to East first with a fire trail but later a reddish orange sphere
30594,2013-02-20 21:00:00,27.3361111,-82.5308333,sarasota,fl,240,light,Unexplained light in night sky changes color before disappearing.
30595,2013-02-20 21:15:00,39.8438889,-84.1247222,huber heights,oh,300,unknown,There was an object floating in the sky in Dayton&#44 Ohio.
30596,2013-02-20 22:30:00,38.3030556,-77.4608333,fredericksburg,va,300,unknown,Line Moving in Front of Ring Around Moon.
30703,2009-02-21 00:05:00,33.4269444,-117.6111111,san clemente,ca,0,light,A long beam of light stretches across the sky.
30704,2009-02-21 00:30:00,45.5230556,-122.9886111,hillsboro,or,14400,changing,colorful pulsating ufo over Hillsboro Oregon [jellyfish like&#33]
30705,2009-02-21 02:00:00,42.8741667,-77.2883333,canandaigua,ny,600,unknown,2 Stationary flashing red lights west of Canandaigua&#44 NY. 500 feet above the ridge west of Cheshire.
30707,2009-02-21 09:00:00,44.2511111,-116.9683333,weiser,id,2700,unknown,BRIGHT WHITE OBJECT CHANGEING IN COLOR MOVEING OVER INDIAN HEAD MOUNTAIN
30708,2009-02-21 19:00:00,32.4366667,-111.2247222,marana,az,21600,sphere,Large&#44 white lit obj. with 6 smaller red objs as well as 2 smaller white ones&#44 stayed in same area 6 hrs at least.
30709,2009-02-21 20:00:00,40.7719444,-73.9305556,astoria,ny,2,light,Light beam in New York City sky.
30710,2009-02-21 20:19:00,35.985,-96.7666667,cushing,ok,7,other,what appears to be bright planet disappears in the Northern sky over N Central OK 02/21/09
30711,2009-02-21 20:30:00,33.8752778,-117.5655556,corona,ca,40,circle,I was driving with my girlfriend heading north on Temescal canyon road/Ontario avenue. Directly in front of me at a very far distance&#44
30712,2009-02-21 21:00:00,30.3713889,-94.3122222,kountze,tx,18000,light,Super Bright Lights Over Field In Texas
30713,2009-02-21 22:15:00,32.2216667,-110.9258333,tucson,az,1200,light,One Hugh object with 3 color lights and Two others smaller objects with white lights
30714,2009-02-21 22:40:00,39.3269444,-77.6644444,knoxville,md,60,circle,We saw a circular-shaped UFO flying over the river and mountain.  ((NUFORC Note:  Student report.  PD))
30715,2009-02-21 23:30:00,32.7833333,-96.8,dallas,tx,60,light,Large Bright Green and Purple OBJECT or LIGHT  falling in  DALLAS sky.
30716,2010-02-21 00:00:00,39.1369444,-76.6986111,severn,md,120,disk,unknown object drifts over roof line then disappears
30717,2010-02-21 03:30:00,40.5002778,-79.7497222,plum,pa,10,light,small white light in Plum&#44 PA
30719,2010-02-21 20:30:00,34.2997222,-79.8763889,darlington,sc,0,circle,((HOAX??))  this was a alien vessel
30720,2010-02-21 20:40:00,38.2972222,-78.4402778,stanardsville,va,120,triangle,The whitest light poured into our home&#44 followed by a large ship.
30721,2010-02-21 22:33:00,31.0558333,-97.4641667,belton,tx,300,light,Bright object crossing sky from east to west and plane diverts to persue it&#8230;
30724,2011-02-21 02:00:00,44.8408333,-93.2980556,bloomington,mn,10,unknown,My wife and I woke up to a loud noise flying directly over our house at 2:00 AM. It was a low humming sound accompanied by a repetitive
30725,2011-02-21 05:50:00,41.5052778,-82.0283333,avon lake,oh,60,unknown,I woke up to a low humming sound...sounded like it was throughout the whole house. I looked out our family room picture windows and saw
30726,2011-02-21 06:30:00,37.5536111,-77.4605556,richmond,va,90,oval,At approx. 6:30am&#44 I saw a white oval shape climb the sky going straight up&#44 I did not see a trail of smoke like a regular USA aircraft
30728,2011-02-21 18:40:00,25.7738889,-80.1938889,miami,fl,1200,unknown,Black object seen floating in th air in Miami
30729,2011-02-21 18:48:00,41.2586111,-95.9375,omaha,ne,120,disk,Bowl or saucer shaped craft in a playground
30730,2011-02-21 18:52:00,39.0086111,-94.4633333,raytown,mo,45,light,Circular shaped craft appeared to be following  conventional aircraft.
30731,2011-02-21 19:00:00,42.8613889,-105.8716667,glenrock,wy,240,light,Very bright object the size of a close encounter with Mars moved rapidly across the sky.
30732,2011-02-21 19:00:00,40.4252778,-75.1397222,pipersville,pa,1500,light,Lights in the sky - one white circle in the middle with 4 or 5 smaller circles around that were moving in and out towards middle circle
30733,2011-02-21 19:15:00,39.1458333,-121.5902778,marysville,ca,120,circle,Bright &#44 white&#44 round light flying from west to northeast in a crooked manner before it suddenly faded out and disappeared.
30734,2011-02-21 19:30:00,45.5230556,-122.9886111,hillsboro,or,180,light,Live near local airport&#44 saw bright light traveling vary high and fast.  I watched light approach from south to north then it turned to
30735,2012-02-21 09:30:00,35.1741667,-84.6536111,benton,tn,20,disk,Driving down the road we saw a blue light and a object fly over the car.
30736,2012-02-21 18:45:00,41.4233333,-71.7861111,ashaway,ri,60,unknown,Four or five chevron type craft flying at night.
30737,2012-02-21 20:00:00,47.7625,-122.2041667,bothell,wa,300,circle,Bright orange lit object with a red halo slowly flew over Bothell&#44 WA.
30738,2012-02-21 20:30:00,39.0833333,-78.2183333,stephens city,va,2400,light,Star-like light disappears and reappears multiple times in stationary position
30739,2012-02-21 20:40:00,42.1997222,-87.8091667,highwood,il,10,disk,Flying Disk  North of Chicago
30740,2012-02-21 22:00:00,45.085,-69.0411111,charleston,me,180,triangle,Triangle shaped 3 white lights silent hovering.
30741,2012-02-21 23:00:00,32.2986111,-90.1847222,jackson,ms,180,other,Square object in the daytime sky hovering
30743,2013-02-21 19:00:00,44.9866667,-93.5713889,long lake,mn,180,chevron,Stationary Chevron Shaped White Lights.
30744,2013-02-21 19:30:00,42.45,-73.2458333,pittsfield,ma,600,circle,seven bright oragnge lights that suddenly dissapar.
30746,2013-02-21 22:00:00,39.6261111,-84.3694444,germantown,oh,4,diamond,3rd time have appeared In this. Area. Diamond shaped hovered low to the ground for about 4 secs. Had lots of lights. Just disapeared.
30909,2009-02-02 01:00:00,39.7938889,-75.1725,mantua,nj,60,unknown,Strange red/white/red blinking light in Southern New Jersey.  ((NUFORC Note:  Possibly a sighting of Sirius in the southern sky?  PD))
30912,2009-02-02 05:00:00,43.0730556,-89.4011111,madison,wi,3600,light,Unexplainable movements attached to light unidentifed object in night sky.
30914,2009-02-02 07:30:00,35.7563889,-83.9705556,maryville,tn,60,light,A bright light moving away and disappeared
30915,2009-02-02 09:00:00,41.0041667,-92.3736111,ottumwa,ia,1200,sphere,Bright white sphere pulsing to a amber color
30916,2009-02-02 12:00:00,33.9163889,-118.3516667,hawthorne,ca,240,circle,one red orange jagged circle high up blue sky white spark coming off of it&#44staying in one spot.
30917,2009-02-02 14:00:00,33.7488889,-84.3880556,atlanta,ga,240,rectangle,Rectangular Gray Object Seen over Atlanta GA
30919,2009-02-02 18:30:00,37.0833333,-88.6,paducah,ky,60,light,Small light&#44 first mistaken for a bright star&#44 begins moving slowly downward in a zigzagging pattern&#44 before slowly dimming out.
30920,2009-02-02 18:35:00,34.1394444,-117.9763889,duarte,ca,60,light,Two satellite-like objects both traveling towards mountains and then disappearing
30921,2009-02-02 18:43:00,44.0522222,-123.0855556,eugene,or,30,other,object that looked like a shooting star made a hard right
30922,2009-02-02 18:45:00,37.6625,-121.8736111,pleasanton,ca,10,light,zigzag flight on high altitude
30923,2009-02-02 18:50:00,31.7091667,-98.9908333,brownwood,tx,120,light,Amber light splits into four lights in a straight line&#44 then disappears
30924,2009-02-02 19:12:00,46.9811111,-123.8880556,hoquiam,wa,1200,triangle,At one point I could see underneath the object clearly and it appeared to be very large&#44 gray or silver with a completely flat bottom a
30925,2009-02-02 19:40:00,33.1580556,-117.3497222,carlsbad,ca,480,light,Bright light(s) witnessed in Carlsbad on 2/2/09
30926,2009-02-02 20:00:00,33.3244444,-96.7841667,celina,tx,480,circle,Large bright light in Western night sky.  ((NUFORC Note:  Probably a sighting of Venus??  PD))
30927,2009-02-02 20:45:00,36.5433333,-119.3861111,dinuba,ca,180,triangle,four red light in shape of a triangle gliding over the city of Dinuba CA.
30928,2009-02-02 21:10:00,42.0333333,-88.0833333,schaumburg,il,10,light,White light with greenish aura falling from sky over Schaumburg toward the East.  ((NUFORC Note:  Possible meteor??  PD))
30929,2009-02-02 21:34:00,39.9936111,-105.0891667,lafayette,co,2,other,Crescent shaped object travels through night sky near Boulder.
30930,2009-02-02 22:15:00,39.8016667,-89.6436111,springfield,il,120,egg,a small egg shaped craft fully visible in the night sky. My friend aslo witnessed this event.
30931,2009-02-02 23:30:00,40.0305556,-124.0719444,shelter cove,ca,1200,unknown,2 orange lites slowly coming off the pacific ocean&#44 upon reaching land&#44 seem to vanish in a haze
30933,2010-02-02 01:15:00,26.1719444,-80.1322222,oakland park,fl,60,formation,4 lights scramble together and shoot out in various directions-Fort Lauderdale
30936,2010-02-02 19:00:00,39.8202778,-120.3777778,beckwourth,ca,900,unknown,Two large blinking orange lights 20 feet high and 50 feet apart moving slowly away as we approached.
30937,2010-02-02 20:00:00,42.7758333,-114.7033333,wendell,id,1200,light,Amber lights appearing in the skies over Wendell&#44 ID 8:00PM 02/02/2010
30938,2010-02-02 20:05:00,30.0994444,-91.99,youngsville,la,240,fireball,On February 2&#44 2010&#44 at approximately 8:05pm&#44 I was driving south on Louisiana State Highway 89 at Glaser Drive&#44 just south of LA Hwy 1
30939,2010-02-02 21:00:00,38.9666667,-94.6166667,leawood,ks,1200,circle,I could see that it had lights all around it and it was very large and disc shaped
30940,2011-02-02 00:15:00,40.5866667,-122.3905556,redding,ca,10800,changing,Multiple red&#44 white&#44 and blue strobing lights in sky
30942,2011-02-02 18:20:00,42.6827778,-89.0186111,janesville,wi,900,flash,On our deck on the outskirts of Janesville&#44 we observed one flashing object.  ((NUFORC Note:  Sirius??  PD))
30943,2011-02-02 20:00:00,38.4808333,-76.7783333,charlotte hall,md,1200,light,Two sighting&#44 including a single floating orb&#44 and the other including three orbs in a triangular formation.
30944,2011-02-02 20:30:00,47.6211111,-122.2263889,medina,wa,900,light,Light seen over Seattle/Mercer Island changes direction
30945,2011-02-02 21:00:00,47.6063889,-122.3308333,seattle,wa,180,light,Vibrant Orange Lights jump in and out of the atmosphere over Seattle
30946,2011-02-02 21:30:00,47.6063889,-122.3308333,seattle,wa,120,fireball,Three orange lights over northeast Seattle
30948,2011-02-02 23:00:00,26.7052778,-80.0366667,west palm beach,fl,15,light,At what seemed to be a very high altitude&#44 an object&#44 moving at a high speed&#44 traveling from south to north&#44 was seen&#44 then disappeared
30949,2012-02-02 00:06:00,40.2969444,-111.6938889,orem,ut,60,light,Glowing green craft with flashing lights instantly disappeared
30950,2012-02-02 05:35:00,42.7869444,-73.9713889,rotterdam,ny,45,triangle,Bright white lights in a bowed triangular shape moving from ESE to WNW towards Schenectady NY
30951,2012-02-02 13:00:00,37.7527778,-100.0166667,dodge city,ks,180,other,1/02/2012  Dodge City heading west kind of along Hwy. 50 two shiny black&#44 appears smooth&#44 has no vapor shaped like the &#8220;bat sign&#8221;
30952,2012-02-02 15:00:00,48.1183333,-123.4294444,port angeles,wa,300,disk,Yellow saucer seen over the water near Port Angeles    w a   with two photos.  ((NUFORC Note:  We believe a cloud formation.  PD))
30953,2012-02-02 19:00:00,32.7252778,-97.3205556,ft. worth,tx,10,triangle,Dark triangle with three Blue lights&#33&#33&#33
30954,2012-02-02 19:00:00,47.1041667,-122.4333333,spanaway,wa,10800,changing,Spanaway UFO.  ((NUFORC Note:  Possible sighting of a &quot;twinkling&quot; star?  PD))
30956,2012-02-02 20:15:00,43.8469444,-76.1822222,henderson,ny,900,unknown,Large bright orange colored light with 2-3 smaller lights surrounding it. ((NUFORC Note:  Sighting of Venus.  Timing is correct. PD))
30957,2012-02-02 21:00:00,42.7511111,-122.4877778,prospect,or,1200,changing,Red&#44 white&#44 green bright flashing lights above timber line at Prospect&#44 Oregon
30959,2012-02-02 21:38:00,47.8897222,-117.3566667,chattaroy,wa,2520,circle,Circular flashing light that danced
30960,2013-02-02 00:00:00,39.7172222,-74.9697222,sicklerville,nj,300,light,Large orange lights in formation over south jersey.
30961,2013-02-02 00:40:00,36.175,-115.1363889,las vegas,nv,30,unknown,Red linear pulsating lights along with searchlight like beam.
30962,2013-02-02 05:50:00,41.7002778,-73.9213889,poughkeepsie,ny,0,diamond,It came down at a 45 degree angle toward Rt 9 going north  between Fox street and Vassar hospital above trees and hovered at an angle
30964,2013-02-02 14:00:00,38.7072222,-121.28,citrus heights,ca,600,sphere,6 shiny metallic sphears in formation&#44  that was maintained through turns&#44crossing the sky fo10 to 15 minutes.
30965,2013-02-02 18:15:00,42.1969444,-88.0933333,lake zurich,il,1200,light,Brilliant lights/orbs glowing red/orange move across the sky.
30966,2013-02-02 20:00:00,39.2805556,-80.3447222,clarksburg,wv,120,circle,Round&#44 pulsating orange object in the sky -- no noise
30967,2013-02-02 20:00:00,45.5230556,-122.9886111,hillsboro,or,300,circle,Five round orange lights over Hillsboro&#44 Oregon
30968,2013-02-02 20:30:00,32.7833333,-96.8,dallas,tx,25,light,Orange-Red Flying Object Vanishes In Mid-Air Over White Rock Lake Park&#44 Dallas&#44 Texas
30969,2013-02-02 21:30:00,45.7055556,-121.5202778,hood river,or,6,triangle,((HOAX??))  Group of young people claim to have witnessed a large triangle&#44 with lights on its edges&#44 streak overhead.
30970,2013-02-02 22:45:00,33.0461111,-96.9938889,lewisville,tx,300,formation,Three flare red lights over the Lewisville&#44 TX night sky.
31103,2009-02-22 18:23:00,32.3511111,-95.3008333,tyler,tx,780,other,((HOAX))  7 ufos seen in tyler tx
31104,2009-02-22 19:00:00,33.8491667,-118.3875,redondo beach,ca,600,circle,Bright ringed object seen tumbling soundlessly over Redondo Beach CA.
31106,2009-02-22 19:30:00,30.4866667,-90.9561111,denham springs,la,1800,light,Bright light hovering in the sky
31107,2009-02-22 19:45:00,33.8544444,-84.2172222,tucker,ga,10,chevron,A sideways boomerang-shaped UFO was visible above La Vista Road for about ten seconds.
31108,2009-02-22 20:00:00,40.5569444,-75.18,kintnersville,pa,0,cylinder,Bright light in sky that can change direction or drop instantly and has red lights on when it travels
31110,2009-02-22 20:19:00,36.235,-87.4438889,vanleer,tn,2700,cylinder,((HOAX))  Bright light in atmosphere miles away.
31112,2009-02-22 20:53:00,38.316,-88.9106,mount vernon,il,600,light,Light over Jefferson County
31113,2009-02-22 22:30:00,39.1580556,-75.5247222,dover,de,300,triangle,Large&#44 silver flying object with light beaming down.
31114,2009-02-22 23:55:00,30.6277778,-96.3341667,college station,tx,5,light,i was driving down the highway and saw a blue orb that disappeared when i focused on it.
31115,2010-02-22 17:30:00,40.7141667,-74.0063889,new york city (manhattan),ny,15,disk,High speed flying object seen over Hudson river
31118,2010-02-22 22:40:00,39.9019444,-75.3502778,swarthmore,pa,15,flash,blue-green explosions? light up sky in Swarthmore PA
31119,2011-02-22 01:45:00,39.1730556,-77.2719444,germantown,md,600,unknown,Unable to move encounters of a 4th kind
31120,2011-02-22 12:00:00,34.3077778,-83.6336111,gillsville,ga,180,oval,Oval Bell Shaped object in  sky hovering over trees at noon bright sunny day in Northeast Georgia
31121,2011-02-22 13:30:00,41.3025,-73.3838889,redding,ct,120,other,Two triangles stuck together at their bases.
31122,2011-02-22 15:00:00,33.0197222,-96.6986111,plano,tx,1200,unknown,Large object in the sky/ black out
31123,2011-02-22 15:10:00,39.6894444,-84.1688889,kettering,oh,1,circle,((HOAX??))  A silvery medium-sized object zoomed across the sky.
31124,2011-02-22 18:00:00,44.5263889,-109.0558333,cody,wy,120,light,Bright light.  ((NUFORC Note:  Overflight of ISS occurred at 19:05 p.m..  PD))
31125,2011-02-22 19:40:00,40.5866667,-122.3905556,redding,ca,1200,light,Star looking object moving in a very odd pattern&#44 just a white light just like  a star.  ((NUFORC Note:  Star&#44 Sirius.  PD))
31126,2011-02-22 20:00:00,41.2008333,-73.3811111,weston,ct,600,light,Strange light display and manuvers low over Weston/Redding border
31127,2011-02-22 22:00:00,29.0488889,-82.4611111,dunnellon,fl,120,light,Regular night sky observer with no previous sightings until now.
31128,2011-02-22 22:18:00,36.7758333,-121.6686111,prunedale,ca,900,light,Flashing MultiColered Light In Prunedale&#44 CA.
31129,2012-02-22 01:00:00,39.7683333,-86.1580556,indianapolis,in,3600,diamond,Bright lights in the city of Indy...UFO???
31130,2012-02-22 01:15:00,35.2338889,-92.3875,greenbrier,ar,5,other,A white and glowing&#44 boomerang-like object twisting and flying in the air.
31131,2012-02-22 05:15:00,33.5805556,-112.2366667,peoria,az,90,light,Blue Light Seen Hovering Over West Wing Mountain&#44 Peoria&#44 Arizona
31133,2012-02-22 18:00:00,32.7152778,-117.1563889,san diego,ca,600,sphere,Round black object&#44 no lights&#44 moving east to west over Del Sur.
31134,2012-02-22 18:40:00,45.4558333,-94.4286111,cold spring,mn,180,triangle,Drove underneath two triangular crafts that made no sound.
31135,2012-02-22 19:44:00,34.0658333,-84.6769444,acworth,ga,240,circle,Saw a bright light disappear then reappear closer&#44 then slowly fade to dark.
31137,2012-02-22 20:58:00,43.5944444,-83.8888889,bay city,mi,7200,changing,Two Lights varying in intensity over Bay City&#44 MI   ((NUFORC Note:  Sighting of Jupiter and Venus?  PD))
31138,2012-02-22 21:00:00,36.4797222,-121.7313889,carmel valley,ca,0,unknown,1 clearly pink with blue light around it- the other changing from orange to red... They went up and down and side to side.  ((Stars?))
31139,2012-02-22 21:00:00,35.6013889,-84.4611111,sweetwater,tn,240,unknown,At about 9 p.m. I looked out side and noticed several lights moving from the southeast to the northwest in a formation. I first thought
31140,2012-02-22 21:20:00,32.3122222,-106.7777778,las cruces,nm,1200,circle,Glowing orb like object. Very bright yellow and red. Low western sky.  ((NUFORC Note:  Sighting of Jupiter and Venus?  PD))
31141,2012-02-22 21:28:00,35.0886111,-92.4419444,conway,ar,60,triangle,Three triangular shaped aircraft
31143,2013-02-22 00:03:00,42.7619444,-74.1341667,duanesburg,ny,60,oval,Oval shaped flying object in the night sky
31144,2013-02-22 07:20:00,42.8863889,-78.8786111,buffalo,ny,120,fireball,4 flame colored lights moving east to west
31145,2013-02-22 19:00:00,26.7052778,-80.0366667,west palm beach,fl,300,circle,Range lights in sky
31149,2013-02-22 21:45:00,38.1041667,-122.2555556,vallejo,ca,1500,light,Strange Lights traveling over Vallejo&#44 CA.
31150,2013-02-22 22:00:00,32.7152778,-117.1563889,san diego,ca,30,light,Super fast red blinking light travelling across the sky.
31151,2013-02-22 23:00:00,41.1052778,-75.4763889,pocono lake,pa,3,fireball,Orange ball sighted over Pocono Lake&#44 PA&#44 for 2-3 seconds&#44 then disappeared.
31303,2009-02-23 01:10:00,32.7152778,-117.1563889,san diego,ca,1200,triangle,Black Triangle with 3 red lights observed for 20 minutes&#44 no sound&#44 football field sized.
31304,2009-02-23 02:00:00,30.4380556,-84.2808333,tallahassee,fl,2,flash,It was like a silent firecracker falling at it..
31305,2009-02-23 02:35:00,31.6033333,-94.6552778,nacogdoches,tx,6,unknown,Point of light accelerates from a crawl&#44 covers night sky in 2 seconds.
31306,2009-02-23 05:10:00,34.1083333,-117.2888889,san bernardino,ca,300,triangle,Big triangular somethingchecks out former AFB.
31307,2009-02-23 06:20:00,42.3683333,-83.3527778,livonia,mi,180,light,2 lights in sky
31308,2009-02-23 09:00:00,32.2730556,-89.9858333,brandon,ms,3600,oval,The objects were an oval shape lights. The moved in and out of the sky then they started to break off from a bigger light.
31309,2009-02-23 15:40:00,28.3505556,-80.7255556,rockledge,fl,120,sphere,Sphere shape object seen over space coast florida leaving smoke circle trail as it shots straight up out of sight
31311,2009-02-23 19:15:00,40.3763889,-74.2447222,morganville,nj,4800,changing,a very bight shaped object slowly moving over the western sky.  ((NUFORC Note:  Venus?  PD))
31314,2010-02-23 20:50:00,21.3155556,-158.0072222,ewa beach,hi,600,triangle,Two unnaturally bright UFO&#39s over Ewa Beach
31316,2010-02-23 23:00:00,29.3011111,-94.7975,galveston,tx,120,fireball,Myself and 2 others observed a neon blue meteor fall into the ocean off of Galveston island.  It was on 2/23/10 at approximately 11:00
31317,2011-02-23 01:15:00,42.32,-89.0580556,loves park,il,120,oval,Photos of an object in the sky
31318,2011-02-23 02:05:00,34.1866667,-118.4480556,van nuys,ca,1800,light,UFO delays launch of Taurus XL rocket form Vandenberg AFB.
31319,2011-02-23 03:30:00,40.6283333,-76.3875,tremont,pa,7,light,Two bright lights appeared over the sky above Tremont&#44 PA&#44 one sped off at a very high rate of speed.
31320,2011-02-23 05:13:00,40.1522222,-75.2666667,blue bell,pa,4,teardrop,Bright green teardrop/comet shaped object in dark morning  sky.
31322,2011-02-23 07:15:00,41.3316667,-74.1213889,central valley,ny,60,diamond,Saw several diamond orange lights flashing in sky.
31325,2011-02-23 19:50:00,43.2263889,-78.0269444,holley,ny,120,triangle,5 brights shaped like an upsidedown V or triangle over Holley Ny.
31328,2011-02-23 22:00:00,33.7797222,-116.4644444,cathedral city,ca,3600,sphere,Bright growing and shrinking spherical light hovering high over east Coachella valley.
31329,2012-02-23 01:01:00,41.8008333,-87.9369444,hinsdale,il,20,disk,Lower than an airplane could fly&#44 was a silver disk/saucer with orange lights moving very&#44 very slowly across the cloudy dark sky.
31330,2012-02-23 03:30:00,36.8466667,-76.2855556,norfolk,va,60,triangle,Triangle shaped
31331,2012-02-23 05:45:00,44.0247222,-88.5425,oshkosh,wi,900,light,Double orbs in dawn sky
31333,2012-02-23 18:23:00,36.175,-115.1363889,las vegas,nv,120,unknown,Low Humming and HUGE Object over Las Vegas West Valley.  ((NUFORC Note:  Confirmed&#8230;sighting of a blimp.  PD))
31334,2012-02-23 20:20:00,33.4483333,-112.0733333,phoenix,az,30,fireball,02/23/2012  Phoenix&#44 AZ   Fireballs  30 sec  2 fireballs circling around in night sky near airport    02/24/2012
31335,2012-02-23 21:00:00,46.3830556,-120.73,white swan,wa,900,light,Disappearing strobing spiraling lights that split into two lights&#33
31336,2012-02-23 21:06:00,38.8402778,-97.6111111,salina,ks,15,unknown,3 bright lights
31337,2012-02-23 22:45:00,33.9202778,-80.3416667,sumter,sc,120,cross,White cross shaped craft streaks near Shaw AFB and vanishes in thin air.
31338,2013-02-23 06:50:00,37.5058333,-77.6494444,midlothian,va,600,triangle,Extremely three bright  lights that were shooting start fast.
31339,2013-02-23 11:00:00,36.0544444,-112.1386111,grand canyon,az,60,cigar,Black craft over Grand Canyon/white craft over Beverly Hills.
31340,2013-02-23 17:20:00,45.6966667,-90.4002778,phillips,wi,900,light,A series of 11 &#44completely silent&#44 lights(objects) flying in a straight line.
31341,2013-02-23 18:57:00,33.9791667,-118.0319444,whittier,ca,300,circle,13 to 15 bright reddish/orange orb shaped objects seen flying in the sky.
31342,2013-02-23 19:00:00,33.9172222,-118.0111111,la mirada,ca,300,sphere,Multiple orange lights seen by couple in Los Angeles&#39 skies.
31343,2013-02-23 19:40:00,34.8525,-82.3941667,greenville,sc,60,light,6-7 orange/red lights traveling in linear pattern.
31344,2013-02-23 19:43:00,33.8491667,-118.3875,redondo beach,ca,240,formation,Several colored orbs emitting orbs moving/changing into different symmetrical shapes while in flight.
31345,2013-02-23 19:45:00,33.5386111,-112.1852778,glendale,az,600,light,Red bright orbs flying in formation then three flew past us climbing up into the night&#33
31346,2013-02-23 19:45:00,38.6272222,-90.1977778,st. louis,mo,120,triangle,triangle lights moving in a counter clockwise motion a yellow/orange color.
31347,2013-02-23 21:30:00,61.5997222,-149.1127778,palmer,ak,60,light,Noticed an orange glowing light in the sky. It was not moving and the sky was very overcast. It disappeared after about a minute.
31478,2009-02-24 01:15:00,32.7947222,-116.9616667,el cajon,ca,600,triangle,3 bright red lights in triangle shape eastern sky San Diego County
31479,2009-02-24 01:20:00,32.7677778,-117.0222222,la mesa,ca,480,formation,Three bright red lights hovering in Eastern sky.  Lights formed an equilateral triangle and then shifted sideways
31480,2009-02-24 01:30:00,32.7947222,-116.9616667,el cajon,ca,600,triangle,Three red lights outline huge red triangle over San Diego Coutny sky.
31481,2009-02-24 02:00:00,33.3763889,-117.2502778,fallbrook,ca,180,circle,Orb that popped in and out of the atmosphere twice
31482,2009-02-24 02:00:00,34.1975,-119.1761111,oxnard,ca,180,other,Golden UFO entering earths atmosphere emitting 3 objects then going back out into atmosphere
31483,2009-02-24 05:30:00,39.4488889,-91.0513889,louisiana,mo,180,light,Hugh lighted area at the horizon moving slowly&#44 then stopped and disappeared at 5:30 A.M.
