,datetime,latitude,longitude,city,state,duration,shape,comments
4786,2011-10-24 19:21:00,33.6188889,-83.8675,oxford,ga,20,circle,Large white light falling at a fast rate that produced orange and red flames that just disappeared.
4788,2011-10-24 19:30:00,35.2269444,-80.8433333,charlotte,nc,60,cigar,Yellow/orange cigar shaped object over Charlotte&#44 NC
4789,2011-10-24 19:30:00,34.0636111,-83.1255556,comer,ga,10,circle,Bright flying light disappears from Northeast Georgia Sky
4790,2011-10-24 20:00:00,33.475,-80.4866667,santee,sc,180,fireball,Only lasted about 3 minutes and was a fireball traveling hortizontally and was very bright
4792,2011-10-24 21:00:00,39.5069444,-84.7452778,oxford,oh,7200,light,Slowly moving object in night sky seperates&#44 comes together and changes colors in Ohio
4793,2011-10-24 22:15:00,33.3702778,-112.5830556,buckeye,az,60,light,Orange-Red light over Buckeye&#44 fades away.
4794,2011-10-24 22:30:00,42.7325,-84.5555556,lansing,mi,90,formation,Seven or eight red orange lights moving slowly making no sound.  ((NUFORC Note:  Other reports of this event are pending.  PD))
4796,2011-10-24 22:30:00,48.1183333,-123.4294444,port angeles,wa,300,light,tow car like lights on ufo huvering  over Port Angeles
4797,2011-10-24 23:00:00,42.4405556,-76.4969444,ithaca,ny,4,fireball,Meteorite lands close to ithaca
4798,2011-10-24 23:00:00,42.4405556,-76.4969444,ithaca,ny,4,fireball,I saw a fireball over ithaca
4799,2012-10-24 00:00:00,33.9813889,-81.2363889,lexington,sc,4,changing,Bright light moving slowly&#44 then stopping in mid air.  Bright green through binoculars.  Returns to same location.
4800,2012-10-24 00:00:00,28.0680556,-80.5605556,melbourne beach,fl,900,flash,I saw three flashing lights in the sky over Melbourne Beach.  They moved erratically and kept flashing the whole time that I saw them.
4802,2012-10-24 00:30:00,42.0883333,-87.9805556,arlington heights,il,60,fireball,Around 12:30 am Wednesday morning&#44 me and my friend witnessed an orange orb-like object hover across the sky. We had been sitting in a
4803,2012-10-24 04:50:00,39.2638889,-103.6916667,limon (near),co,120,light,Two bright orbs following car on Colorado&#39s eastern plain.
4804,2012-10-24 07:00:00,41.6572222,-87.68,blue island,il,4,fireball,As I entered my place of business I suddenly looked up west and noticed a blue flame in the sky streaking across at a 45 degree angle m
4806,2012-10-24 08:45:00,33.8730556,-78.6144444,little river,sc,60,changing,Lights from a craft changing shape &amp; formation
4807,2012-10-24 09:30:00,32.2216667,-110.9258333,tucson,az,35,changing,Brownish shaped changing object.
4809,2012-10-24 10:30:00,32.5836111,-117.0961111,south san diego,ca,1800,other,I saw a UFO with two parallel white lights. It was stationary for 30 min. When a white cloud passed over it&#44 it took on a dark color.
4810,2012-10-24 16:14:00,37.5536111,-77.4605556,richmond,va,5400,circle,Huge circular something crosses I 295 on 10/24/12 at 16:14.
4811,2012-10-24 17:00:00,48.4213889,-122.3327778,mt. vernon,wa,240,other,UFOs landed in mt. vernon&#44 wa.
4812,2012-10-24 18:23:00,39.2775,-74.575,ocean city,nj,120,light,A bright white orb appeared to hover above the ground for two minutes before disappearing.
4814,2012-10-24 18:42:00,33.9813889,-81.2363889,lexington,sc,5,disk,Disk
4815,2012-10-24 19:40:00,40.4405556,-79.9961111,pittsburgh,pa,1200,fireball,Second sighting of orange orbs with green/blue lights since June 2012.
4817,2012-10-24 20:00:00,33.6888889,-78.8869444,myrtle beach,sc,1500,circle,Orange lights were seen hovering over the ocean. These lights created lines of upto 4 lights then quickly dissipating.
4818,2012-10-24 20:00:00,33.6888889,-78.8869444,myrtle beach,sc,240,fireball,Fiery ball of light slowly growing bigger then fading away all in sequence in triangular formation with other lights.
4819,2012-10-24 20:00:00,33.8941667,-78.4269444,ocean isle beach,nc,3600,circle,Red/Orange lights over Ocean Isle Beach&#44 NC.
4820,2012-10-24 20:00:00,33.8805556,-78.5125,sunset beach,nc,2700,other,Strange noises
4821,2012-10-24 20:30:00,33.8272222,-78.6430556,cherry grove beach,sc,1200,oval,Orange balls of light appeared in sky above the ocean and darted from left to right.
4822,2012-10-24 20:30:00,33.6888889,-78.8869444,myrtle beach,sc,30,light,Bright orange lights appeared above the horizon&#44 only to disappear&#44 then reappear in formation.  Lasted about 30 seconds.
4825,2012-10-24 20:40:00,33.6888889,-78.8869444,myrtle beach,sc,120,unknown,Observation&#44 numerous times&#44 orange lights to the East of Myrtle Beach&#44 SC.
4826,2012-10-24 20:45:00,33.6888889,-78.8869444,myrtle beach,sc,900,circle,Lights over Atlantic Ocean during evening&#44 easily seen&#44 quickly disappearred&#44 several locations
4827,2012-10-24 21:00:00,31.0636111,-98.1813889,lampasas,tx,15,light,Sequential lights in straight&#44 horizontal lines in the sky over Texas.
4828,2012-10-24 21:00:00,39.0633333,-84.5930556,villa hills,ky,3600,flash,West of Cincinnati UFO sighting.
4830,2012-10-24 21:30:00,31.7091667,-98.9908333,brownwood,tx,1800,light,Orange glowing lights above walmart
4831,2012-10-24 21:30:00,39.0638889,-108.55,grand junction,co,300,unknown,No lights&#44 quiet&#44 hovering &amp; stationary.
4832,2012-10-24 22:00:00,35.0469444,-82.0902778,inman,sc,10800,disk,A saucer shape UFO was seen outside of my friends house&#44 flying in all different directions that no plane can fly&#44 and lasted 3 hrs.
4833,2012-10-24 22:00:00,33.8730556,-78.6144444,little river,sc,120,light,A pair of bright lights changed into bright organic lights like fire lights that went miles in seconds&#44 no sound.
4835,2012-10-24 22:30:00,36.0227778,-95.9680556,jenks,ok,600,circle,Two blinking circular crafts hover over northern sky and then vanish.
4836,2012-10-24 22:45:00,39.8880556,-82.3172222,glenford,oh,180,unknown,Light in the sky
4837,2013-10-24 04:45:00,34.1477778,-118.1436111,pasadena,ca,3600,fireball,Mass UFO sighting: Pasadena&#44 CA: 4:35pm on December 24&#44 2013.
4838,2013-10-24 07:00:00,39.7733333,-75.0066667,erial,nj,3,sphere,Shiny spherically shaped object traveled very quickly southeastward then disappeared after a few seconds..
4839,2013-10-24 07:10:00,39.2402778,-76.8397222,columbia,md,20,diamond,A low diamond shaped flash of light that started blue and turned white like a bright shooting star over Sewells Orchard Pond.
4840,2013-10-24 07:19:00,37.5536111,-77.4605556,richmond,va,2,circle,Blue and green circle took off in two seconds and then was gone.
4841,2013-10-24 07:30:00,40.7966667,-74.4819444,morristown,nj,3,light,Bright fast quick light streak.
4842,2013-10-24 09:30:00,32.7833333,-96.8,dallas,tx,2,circle,Shiny circular object in sky&#44 no lights&#44 Extremely shiny. Disappeared a few seconds after I saw it.
4843,2013-10-24 12:00:00,38.6580556,-77.25,woodbridge,va,300,cigar,silver cigar shaped craft NO WINGS
4844,2013-10-24 13:55:00,33.1730556,-84.915,hogansville,ga,120,circle,Early afternoon sighting&#44 made 90 degree turns
4845,2013-10-24 16:00:00,48.7597222,-122.4869444,bellingham,wa,18000,light,Large star like light hangs in the sky for over 5 hours &amp; disappears.
4846,2013-10-24 16:45:00,38.3311111,-77.0513889,dahlgren,va,60,light,Lightes orb seen failing during the day.
4847,2013-10-24 18:30:00,39.0319444,-76.5030556,arnold,md,5,fireball,Extremely bright ball/circle of yellow-white light surrounded by a red outline streaked across evening sky
4849,2013-10-24 19:15:00,41.5291667,-120.1722222,cedarville,ca,3600,light,Small red light followed by orange orbs that appeared&#44 multiplied&#44 and disappeared.
4851,2013-10-24 19:30:00,38.6272222,-90.1977778,st. louis,mo,60,triangle,Delta shaped object hovering over flatbed truck in St. Louis.
4852,2013-10-24 19:40:00,35.2305556,-89.7402778,lakeland,tn,30,light,Light seen makes a turn and disappears.
4853,2013-10-24 19:45:00,43.8138889,-120.6022222,brothers,or,2700,light,I saw two groups of lights that appeared to be separate craft.
4854,2013-10-24 19:45:00,38.9569444,-76.5502778,edgewater,md,60,light,Saw two stationary lights in the southeastern sky for about 1.5 minutes very brilliant light and then faded away.
4855,2013-10-24 20:00:00,32.9125,-96.6386111,garland,tx,600,circle,6-8 orange/yellow circles hovering in a zigzag formation.
4856,2013-10-24 20:00:00,40.7763889,-73.4677778,plainview,ny,3600,triangle,4 lights in the shape of a triangle were seen in the night sky.
4857,2013-10-24 20:00:00,36.0997222,-80.2444444,winston-salem,nc,0,light,Bright light floating in sky.
4858,2013-10-24 20:15:00,44.0522222,-123.0855556,eugene,or,300,other,Bright orange light&#44 flying low&#44 moving slowly &amp; was silent
4859,2013-10-24 20:15:00,43.7094444,-98.0294444,mitchell,sd,15,light,Orange light that fades out and reappears.
4860,2013-10-24 20:35:00,38.8105556,-90.6997222,o&#39fallon,mo,120,triangle,silent slow obtuse triangle&#44 all black with perimeter white lights
4861,2013-10-24 20:50:00,41.2458333,-75.8816667,wilkes-barre,pa,360,other,Flashing lights Red/Orange and White/grey &quot;bouncing&quot;  gaining and losing altitude instantly.
4862,2013-10-24 21:00:00,36.0525,-95.7905556,broken arrow,ok,900,oval,2 Orangish/Red/Yellow Oval Objects hovering over a Broken Arrow&#44 OK residential district.
4863,2013-10-24 21:00:00,33.3061111,-111.8405556,chandler,az,20,disk,Craft moved from West to East across South Chandler sky.
4864,2013-10-24 21:00:00,34.8641667,-118.1625,rosamond,ca,9,formation,Witnessed two red steady lights moving west to east in a straight line across night sky. Faster than a plane&#44 but not as quick as a sho
4865,2013-10-24 21:38:00,41.0036111,-80.3472222,new castle,pa,300,fireball,((NUFORC Note:  Witness provides no information about sighting.  PD))
4866,2013-10-24 22:30:00,32.8138889,-96.9486111,irving,tx,240,cylinder,Triangular object with faint yellow-orange lights on irregular flight path hovered&#44 then descended rapidly and observed as cylindrical
4867,2013-10-24 22:30:00,45.8322222,-93.4261111,ogilvie,mn,900,light,Orange light above trees.
4868,2013-10-24 22:40:00,42.4927778,-92.3427778,waterloo,ia,60,triangle,Triangular aircraft with yellow and red lights.
4869,2013-10-24 22:45:00,32.5630556,-97.1413889,mansfield,tx,5,triangle,white 500 foot wide V shape craft flys over Mansfield&#44 Texas at night
4870,2013-10-24 23:00:00,41.6638889,-83.5552778,toledo,oh,900,triangle,Black triangle slowly flew over us&#44 almost silent&#44 and directly changed course&#44 descended into wooded area
4871,2013-10-24 23:30:00,32.2730556,-89.9858333,brandon,ms,10,circle,Bluish green object&#44 the size of a dime held at arms length traversing approximately a 10 degree path toward the southwest horizon.
5010,2009-10-25 07:07:00,42.3369444,-77.3180556,bath,ny,8,unknown,Bath&#44 NY UFO Sighting
5011,2009-10-25 11:00:00,32.7947222,-116.9616667,el cajon,ca,900,circle,while working on electrical junction box electrican noticed a silvery circle in the western sky . it was at a very high in the and didn
5012,2009-10-25 11:33:00,38.9413889,-119.7486111,gardnerville,nv,60,circle,Watched shiny objected prolly 30000ft in the air fly west at an unreasonably fast speed then dissapear.
5013,2009-10-25 16:00:00,38.3227778,-82.4469444,lavalette,wv,180,circle,Satellite looking object made erratic movement in daylight in clear skys near Huntington WV.
5014,2009-10-25 18:15:00,44.8341667,-87.3769444,sturgeon bay,wi,360,oval,Low Flying oval craft with flashing colored lights moving slowly across the sky.
5015,2009-10-25 19:55:00,30.1577778,-95.4891667,the woodlands,tx,45,unknown,Pulsating light emitting no sound moving slowly above my neighborhood
5017,2009-10-25 20:30:00,33.7475,-116.9711111,hemet,ca,5,rectangle,Rectangular craft observed in Hemet California
5018,2009-10-25 20:45:00,33.7475,-116.9711111,hemet,ca,60,triangle,Two triangular UFO&#39s seen over Hemet&#44 CA in the night sky with distortion field
5021,2010-10-25 09:00:00,39.1405556,-121.6158333,yuba city,ca,120,cigar,Cigar/Cylinder shaped object seen over Yuba City&#44 California
5023,2010-10-25 22:45:00,41.6269444,-88.2038889,plainfield,il,60,triangle,I went outside for a cigarette on my front porch. I heard a crazy sound and immediately got sort of frightended. I looked up and saw a
5024,2010-10-25 23:00:00,40.7141667,-74.0063889,new york city (brooklyn),ny,2400,light,3 lights form hovering triangle and disappear behind NYC skyline
5025,2010-10-25 23:30:00,37.585,-79.0516667,amherst,va,7200,unknown,Our last encounters with ufo on amherst&#44 va farm road
5026,2010-10-25 23:30:00,48.4213889,-122.3327778,mt. vernon,wa,60,oval,I saw two red continuous lights in the night sky moving from East to West  toward the lights of  Mt Vernon&#44  Washington .
5028,2011-10-25 01:00:00,40.4577778,-92.1711111,memphis,mo,0,unknown,Object that changes colors. Easily spotted in the sky. Moves around quite a bit
5029,2011-10-25 04:00:00,40.8041667,-74.0125,north bergen,nj,6,circle,While viewing the stars I saw a U.F.O  fly near by&#44in the from north to south&#44in New Jersey.
5030,2011-10-25 05:45:00,40.7186111,-74.5697222,bernardsville,nj,5,fireball,fireball appears over rt 287 then decends fast and diagonally behind tree line
5031,2011-10-25 06:50:00,38.6675,-77.0286111,accokeek (on hwy 210),md,15,light,ball of light flew over vehicle at treetop level and vanished
5032,2011-10-25 09:00:00,35.3583333,-79.8947222,troy,nc,120,rectangle,I was driving home about 9:00 and in the sky above right above the tree was the bright
5033,2011-10-25 09:00:00,35.3583333,-79.8947222,troy,nc,120,rectangle,I was driving home about 9:00 and in the sky was a bright rectangle light just sitting above the tree&#39s right in front of me. I did not
5034,2011-10-25 09:52:00,46.2113889,-119.1361111,kennewick,wa,8,light,White Fluorescent object movig extremely fast in multiple 90 deg turns due East of Kennewick WA.
5035,2011-10-25 11:00:00,35.0844444,-106.6505556,albuquerque,nm,15,cylinder,ROCKET WITH LONG THIN WINGS
5036,2011-10-25 13:10:00,45.6388889,-122.6602778,vancouver,wa,60,cigar,single white&#44 cigar shaped object over west Vanouver&#44 WA
5037,2011-10-25 13:40:00,41.1844444,-73.1336111,stratford,ct,300,teardrop,STREAKING WHITE COMET LIKE OBJECTS ONE GOING DOWN TO EARTH  OTHER HEADING ACROSS SKY NORTH AND LEVEL.
5038,2011-10-25 16:15:00,40.9866667,-75.195,stroudsburg,pa,720,light,Flashing light that changed colors then disappeared
5039,2011-10-25 17:30:00,34.1169444,-83.5725,jefferson,ga,30,circle,to fast to have been a plane
5040,2011-10-25 18:00:00,35.6869444,-105.9372222,santa fe,nm,900,cone,Green Lights land in my yard&#33
5041,2011-10-25 18:20:00,41.5038889,-87.7130556,matteson,il,1200,formation,Triangle formation of 3 Bright White Lights in Sky over matteson IL
5042,2011-10-25 18:20:00,41.5038889,-87.7130556,matteson,il,1200,triangle,Triangle Formation of Bright lights in SKY
5043,2011-10-25 20:00:00,46.6022222,-120.5047222,yakima,wa,60,triangle,While stopped at a traffic light my kids and I saw 3 strips of reddish orange lights in the sky not moving for about 30 seconds
5044,2011-10-25 20:25:00,38.7522222,-121.2869444,roseville,ca,60,light,Witnessed two very bright lights to the south east of us&#44 that just appeared out of nowhere.
5045,2011-10-25 20:59:00,43.7022222,-72.29,hanover,nh,3,fireball,Green fireball lasting a few seconds only&#44 must be other witnesses out there.
5047,2011-10-25 21:30:00,38.3566667,-121.9866667,vacaville,ca,120,diamond,huge&#44 dark&#44 diamond shape craft with lights that formed a triangle
5049,2011-10-25 22:20:00,38.3566667,-121.9866667,vacaville,ca,120,triangle,((HOAX??))  Triangular craft with two lights on each side.
5050,2011-10-25 23:00:00,37.2608333,-85.4988889,greensburg,ky,1800,cigar,Strange elliptical lights over ky sky&#39s
5051,2011-10-25 23:00:00,47.6063889,-122.3308333,seattle,wa,60,light,Star-like light with humanly incapable flight pattern
5053,2012-10-25 09:35:00,34.2072222,-84.1402778,cumming,ga,60,cigar,Low flying&#44 sparkling&#44 cigar shaped&#44 wingless&#44 silver object silently moving through northern GA sky.
5054,2012-10-25 11:00:00,33.9533333,-117.3952778,riverside,ca,30,formation,3 reflective spheres southbound over Riverside CA toward Lake Matthews in formation w/ one breaking off&#44 then loss of contact.
5055,2012-10-25 16:30:00,38.6272222,-90.1977778,st. louis (west),mo,60,disk,Two black circular objects flying through storm clouds in rotating flight pattern.
5057,2012-10-25 19:50:00,33.5016667,-81.9652778,north augusta,sc,240,circle,10-12 orange circle objects over north augusta&#44 ga...no sound
5058,2012-10-25 20:30:00,40.8861111,-73.2577778,kings park,ny,120,triangle,Seen triangle dark gray or black craft moving north&#44 no lights on. could not identify sound as natural or man made
5059,2012-10-25 21:00:00,46.6022222,-120.5047222,yakima,wa,240,light,A BRIGHT LIGHT THE SIZE OF VENUS APPEARED JUST BELOW THE MOON AND NOT MOVING FOR SEVERAL MINUTES BEFORE GOING OUT.
5061,2012-10-25 23:00:00,64.7511111,-147.3494444,north pole,ak,15,light,It was late at night and me and my mother were taking our dog out. It was late at night so the sky was almost pitch black with but a fe
5062,2012-10-25 23:00:00,38.5816667,-121.4933333,sacramento,ca,2,disk,Planes flew by and as I was watching them pass I saw a saucer with another smaller saucer on top. At first I thought it was clouds and
5063,2013-10-25 00:00:00,40.8611111,-79.8955556,butler,pa,120,light,Faint Blue Light Moving and Disappearing.
5065,2013-10-25 02:15:00,34.0736111,-118.3994444,beverly hills,ca,60,circle,Slow moving bright orange fireball appearing somewhat close. Direction unclear&#44 then suddenly disappears.
5066,2013-10-25 06:17:00,40.7608333,-111.8902778,salt lake city (cottonwood heights),ut,180,sphere,Bright green basketball sized orb dashed next to me&#44 then up to the sky.
5067,2013-10-25 08:15:00,40.7038889,-105.0080556,wellington,co,2700,unknown,Red&#44 white and blue flashing lights in the Northern sky above Wellington&#44 Colorado.
5068,2013-10-25 10:00:00,39.6066667,-75.8336111,elkton,md,1800,other,Object in Elkton sky with flashing orange lights&#44 just floating/hovering. Looked like a planets or star but def not.
5071,2013-10-25 19:00:00,43.0388889,-87.9063889,milwaukee,wi,120,circle,Reddish orange lights floating in the sky from west to east
5072,2013-10-25 19:30:00,43.0630556,-83.8511111,flushing,mi,600,oval,3 small white circling very fast in oval formation for 10 minutes.
5074,2013-10-25 20:00:00,39.2902778,-76.6125,baltimore,md,600,formation,Baltimore MD BWI a formation of more than 20 orange lights strung across the eastern horizon at a elevation of 35 degrees
5075,2013-10-25 20:00:00,41.6005556,-93.6088889,des moines,ia,10,triangle,Large low-flying craft with orb like lights in a cross shape.
5076,2013-10-25 20:00:00,41.3572222,-88.4211111,morris,il,2400,unknown,ufos over i80 between morris and bolingbrook illinois.
5077,2013-10-25 20:15:00,29.7855556,-95.8241667,katy,tx,180,fireball,Fireball seen moving across the sky of Katie&#44 Texas. .
5078,2013-10-25 20:15:00,40.4405556,-79.9961111,pittsburgh,pa,420,disk,Saw 2 disc shaped white-ish blue objects floating in the clouds at night moving Around in very eratic movements. Circular zig zaging et
5079,2013-10-25 20:27:00,39.2672222,-76.7986111,ellicott city,md,120,circle,((NUFORC Note:  Witness provides no information; remains totally anonymous.  PD))
5080,2013-10-25 20:30:00,35.4277778,-82.205,lake lure,nc,900,light,Bright orb that disappeared as I was watching it.
5081,2013-10-25 20:30:00,43.5408333,-116.5625,nampa,id,27,disk,Oct 25 2013 approximately 20:30 hrs.  Bright star appearing light low on the horizon (not seen in the past) observed on and off for .45
5082,2013-10-25 21:00:00,43.6122222,-116.3905556,meridian,id,900,disk,I saw military planes go after it&#33
5083,2013-10-25 21:00:00,27.3361111,-82.5308333,sarasota,fl,60,rectangle,5 good sized orange to white rectangular to oblong moving objects
5084,2013-10-25 21:40:00,39.6283333,-84.1594444,centerville,oh,600,fireball,75+ red dots  in the sky over Dayton&#44 Ohio
5085,2013-10-25 22:00:00,33.9488889,-118.4447222,playa del rey,ca,120,flash,Huge unexplained flashing lights on the sky in Los Angeles near Playa Del Rey
5086,2013-10-25 22:15:00,33.8388889,-83.9008333,loganville,ga,1800,triangle,Roughly 25 triangular foreign objects with red cores; all came from the south and dissappeared to the north.
5087,2013-10-25 22:15:00,41.6116667,-93.885,waukee,ia,420,circle,Multiple bright yellow-red circular lights sighted travelling SW to NE over Waukee towards Des Moines.
5088,2013-10-25 22:30:00,39.9266667,-74.0775,seaside park,nj,0,cross,2 UFOs at Night come off the ocean flying 500 ft above around silently.
5089,2013-10-25 22:30:00,39.9266667,-74.0775,seaside park,nj,30,cross,Additional Info for the Friday Oct. 25th 10:30PM Sighting of 2 UFOs in Seaside Park NJ off the Ocean front.
5091,2013-10-25 23:55:00,39.1752778,-84.2944444,milford,oh,600,circle,6 orange lights moving at high rate of speed
5238,2009-10-26 03:30:00,47.6063889,-122.3308333,seattle,wa,2400,unknown,Two craft hovering in the sky above north seattle
5239,2009-10-26 06:05:00,43.0966667,-71.4655556,hooksett,nh,1200,triangle,Black Triangle gliding over RT 93
5240,2009-10-26 17:30:00,36.175,-115.1363889,las vegas,nv,720,oval,On October 26&#44 2009 I was out on my front porch area watching an inordinate number of aircraft departing McCarran International Airport
5241,2009-10-26 18:00:00,41.2391667,-81.3461111,streetsboro,oh,120,triangle,On 10/26/2009 saw flat&#44 triangular silver colored aircraft making loud motor noise flying low over my house very near Ohio Turnpike
5243,2009-10-26 20:25:00,35.7719444,-78.6388889,raleigh,nc,300,light,20 flickering red lights in imperfect succession&#44 floating up and vanishing into the clouds.
5244,2009-10-26 20:45:00,40.3063889,-121.2308333,chester,ca,120,light,Yellow orb&#44 no noise&#44 disappered after 2 minutes.
5245,2009-10-26 20:50:00,39.9116667,-75.2775,collingdale,pa,2,light,Bright white fast flashing light turned to solid white light then arched off fast toward Philadelphia
5246,2009-10-26 21:00:00,40.6955556,-73.3261111,babylon,ny,5,fireball,The object that I witnessed reminded me of when I saw Halley&#39s Comet&#44 but at a very low point of the night sky.
5247,2010-10-26 00:00:00,47.6588889,-117.425,spokane,wa,180,unknown,craft seen hovering below tree line no noise and had bright white light and many small red lights on top
5248,2010-10-26 06:30:00,32.2216667,-110.9258333,tucson,az,1200,circle,TUCSON&#44 ARIZONA
5249,2010-10-26 07:30:00,41.6986111,-88.0683333,bolingbrook,il,1200,rectangle,Bright light.
5250,2010-10-26 08:00:00,37.5058333,-77.6494444,midlothian,va,900,light,Very large yellow light&#44 becoming three small lights&#44 moving back and forth across the sky&#44 then meeting with more.
5251,2010-10-26 18:30:00,29.6991667,-91.2066667,morgan city,la,120,fireball,Orange object in sky over Patterson or Morgan City area
5253,2010-10-26 19:20:00,33.3991667,-110.8680556,miami,az,0,unknown,one bright  light   on  for few mins&#44    then  it flashing   on   then off  &#44   repeat  over and over
5255,2010-10-26 20:00:00,33.9202778,-80.3416667,sumter,sc,120,triangle,Triangular shaped object illuminating constant bright light over sumter&#44 sc
5256,2010-10-26 21:00:00,38.6272222,-90.1977778,st. louis,mo,15,chevron,V-shaped perfect formation of lights traveling over St Louis&#44 heading eastward&#44 soundlessly.
5257,2011-10-26 08:30:00,39.9611111,-82.9988889,columbus,oh,600,other,Dark colored object moving fast.
5258,2011-10-26 12:00:00,34.005,-118.8091667,malibu,ca,0,disk,UFO - Photo Of A Fast Moving Object In The Sky Of Malibu Beach PCH CA. On 10-26-11 12 00 Am. 500 Lights On Object0: Yes
5259,2011-10-26 20:00:00,27.9472222,-82.4586111,tampa,fl,120,triangle,Bright hovering white light and triangle craft seen over Tampa Bay.
5260,2011-10-26 20:10:00,34.1422222,-87.9886111,hamilton,al,300,diamond,Orange Diamond shaped object
5261,2011-10-26 20:15:00,34.1422222,-87.9886111,hamilton,al,180,light,Single bright orange light&#44 slow moving&#44 solid flight path&#44 no loss of altitude noticeable&#44 no sound
5262,2011-10-26 21:00:00,41.7758333,-72.5219444,manchester,ct,3,flash,A blue flash in the sky that created a power outage.
5263,2011-10-26 23:00:00,35.5363889,-82.6930556,candler,nc,120,oval,Multiple/Re-occurring U.F.O. Sightings in Candler&#44 NC
5264,2011-10-26 23:10:00,44.0805556,-103.2305556,rapid city,sd,5,triangle,flying triangle Rapid City South Dakota about 15 minutes after Report
5266,2012-10-26 00:00:00,33.9191667,-118.4155556,el segundo,ca,2700,light,3 UFOs flying over LAX airport.
5267,2012-10-26 00:00:00,63.3852778,-143.3463889,tanacross,ak,0,light,Seen a triangle light at first&#44 then it moved out ward and it looked like a spider like star. several star light objects flying around
5269,2012-10-26 06:10:00,38.2972222,-122.2844444,napa,ca,30,circle,Two craft side by side&#44 from north to south pulsing red then green circular light&#44 4 pulses total.
5270,2012-10-26 10:01:00,41.4988889,-72.9011111,cheshire,ct,19,other,Small UFO over garden&#44 daylight&#44 120 feet away&#44 19 second vid&#44 Cheshire&#44 CT&#44 Oct 2012
5271,2012-10-26 12:41:00,41.9413889,-79.1352778,russell,pa,180,disk,((NUFORC Note:  No information included in report form.  Hoax??  PD))
5272,2012-10-26 17:00:00,36.175,-115.1363889,las vegas,nv,6,sphere,Saw a white translucent sphere shooting across to sky heading south east.
5273,2012-10-26 17:35:00,41.3541667,-71.9669444,mystic,ct,600,triangle,Triangular orange lights hovering over Mystic&#44 CT.
5275,2012-10-26 19:00:00,44.1719444,-72.6513889,northfield falls,vt,120,sphere,Bright orange sphere flew over a small village in Central Vermont&#44 witnessed by three citizens.
5276,2012-10-26 20:00:00,43.105,-88.3419444,hartland,wi,3600,oval,UFO Sighting In Hartland Wisconsin October 26&#44 2012.
5277,2012-10-26 20:00:00,43.9186111,-69.8016667,woolwich,me,120,circle,Bright light going across the sky then just disappeared
5278,2012-10-26 23:10:00,61.3213889,-149.5677778,eagle river,ak,120,light,Bright&#44 orange stationary object flickering in night sky; pieces came off object and fell towards ground.
5279,2013-10-26 02:00:00,34.0522222,-118.2427778,los angeles,ca,15,rectangle,White rectangular rolling object that seemed to billow or create clouds as it flew by. Clouds did not dissipate.
5280,2013-10-26 03:00:00,30.3863889,-84.7980556,hosford,fl,30,light,Lights.
5281,2013-10-26 04:00:00,34.1705556,-118.8366667,thousand oaks,ca,0,cigar,After seemingly power shortage&#44walked outside &amp;saw in air above a craft that steadily moved across&#44 paused eye level&#44 then dropped down
5282,2013-10-26 05:00:00,21.3069444,-157.8583333,honolulu,hi,3600,flash,Lightning without thunder and flickering that lightens the black sky to blue.
5283,2013-10-26 06:20:00,42.7261111,-71.1913889,methuen,ma,180,light,Orange light  in Methuen Ma gone like it was fake and it was a vision. This mess peoples head. postreros tiempos end times people.
5284,2013-10-26 07:00:00,39.9852778,-104.82,brighton,co,240,formation,3 lights in triangle formation move north
5285,2013-10-26 07:55:00,40.1672222,-105.1013889,longmont,co,150,triangle,we were relaxing in our hot tub and whitnesed a boomarang shaped object  that seemed to be camo. looked like a cloud fly by after about
5287,2013-10-26 17:30:00,47.6588889,-117.425,spokane,wa,60,rectangle,Box with wings flying low and fast.
5288,2013-10-26 18:00:00,33.5386111,-112.1852778,glendale,az,600,fireball,Fireball-like objects above ASU West.
5289,2013-10-26 18:50:00,34.1577778,-118.6375,calabasas,ca,300,other,Aircraft movements and lights were unlike any known conventionally powered aircraft
5291,2013-10-26 19:00:00,33.9608333,-83.3780556,athens,ga,300,light,Bright at first and then dim. Turned to fast to be a airplane.
5292,2013-10-26 19:00:00,39.3141667,-77.6280556,brunswick,md,180,triangle,Saw weirrd 3 lighted triangle craft aprox 7:00 pm over Brunswick Maryland last night.. Was driving&#33 Looked like it was compied by civil
5293,2013-10-26 19:00:00,34.1658333,-81.35,chapin,sc,180,fireball,Orange ball in sky.
5295,2013-10-26 19:00:00,42.5847222,-87.8211111,kenosha,wi,600,light,two glowing white lights moving back and forth in sky
5298,2013-10-26 19:30:00,28.0183333,-82.1130556,plant city,fl,60,circle,Bright orange circular object with red lights around it
5299,2013-10-26 19:45:00,38.2322222,-90.5627778,hillsboro,mo,180,light,Bright light moving across the sky and disappearing (not a shooting star).
5300,2013-10-26 19:55:00,42.8352778,-89.0675,edgerton,wi,300,rectangle,Twin vertical&#44 bluish light that pulsed to red then glowed to yellow.
5301,2013-10-26 19:55:00,36.3230556,-86.7133333,goodlettsville,tn,180,flash,As many as forty bright red and yellow lights hover in the sky moving slowly and independently before fading away.
5303,2013-10-26 20:15:00,44.7791667,-93.3361111,savage,mn,120,triangle,Triangular object&#44 able to zig-zag in-flight without changing object orientation; emitted a beam and disappeared.
5304,2013-10-26 21:00:00,36.4736111,-93.7672222,beaver,ar,30,circle,Orange lights moving slow.start out in straight vertical line.they scatter then disappear in the clouds. They were low and visible and
